entity_id,entity_name,entity_type,query,title,url,summary,doc_date,channel,file_type,source_site,api_attachments,score,matched_terms,error,status,content_type,bytes,text_chars,attachments,html_file,text_file,is_direct_attachment,attachment_file,skipped
DIS-024,猪瘟,disease,猪瘟通知,中华人民共和国农业农村部公告第995号,https://www.moa.gov.cn/govpublic/xmsyj/202602/t20260204_6481296.htm,猪瘟病毒...,2026-02-04,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202602/P020260330510774656990.ofd"": ""农业农村部公告 第995号.ofd""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,386514,15363,0,pages_html\c3648c886280_t20260204_6481296.htm.html,pages_text\c3648c886280_t20260204_6481296.htm.html.txt,False,,
DIS-024,猪瘟,disease,猪瘟通知,中华人民共和国农业农村部公告 第970号,https://www.moa.gov.cn/govpublic/xmsyj/202511/t20251126_6479218.htm,非洲猪瘟病毒ELISA抗体检测试剂盒...,2025-11-26,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202511/P020251126407200356905.pdf"": ""说明书和标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,206428,12448,0,pages_html\2da064641921_t20251126_6479218.htm.html,pages_text\2da064641921_t20251126_6479218.htm.html.txt,False,,
DIS-024,猪瘟,disease,猪瘟公告,中华人民共和国农业农村部公告 第1013号,https://www.moa.gov.cn/govpublic/xmsyj/202604/t20260424_6483601.htm,非洲猪瘟病毒...,2026-04-24,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202604/P020260424375190580207.ofd"": ""中华人民共和国农业农村部公告第1013号.ofd""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,51240,7162,0,pages_html\abd8baee2476_t20260424_6483601.htm.html,pages_text\abd8baee2476_t20260424_6483601.htm.html.txt,False,,
DIS-026,猪口蹄疫,disease,猪口蹄疫通知,农业部关于印发《2013年国家动物疫病监测与流行病学调查计划》的通知,https://www.moa.gov.cn/govpublic/SYJ/201302/t20130228_3235251.htm,亚洲Ⅰ型抗体和口蹄疫病原...,2013-02-28,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201302/P020130228604657639483.ceb"": ""农医发〔2013〕9号.CEB""}",61,entity_in_summary;suffix:通知|监测;high_value_title;priority_channel;has_api_attachments,,200,text/html,316294,28536,1,pages_html\36a09e4fc6a6_t20130228_3235251.htm.html,pages_text\36a09e4fc6a6_t20130228_3235251.htm.html.txt,False,,
DIS-026,猪口蹄疫,disease,猪口蹄疫通知,春季生猪常见疫病防控技术指南,https://xmsyj.moa.gov.cn/zcjd/202103/t20210304_6362923.htm,口蹄疫是由口蹄疫病毒所引起偶蹄动物发生急性...,2021-03-04,政策,html,xmsyj.moa.gov.cn,{},53,entity_in_summary;suffix:技术指南|防控;high_value_title;priority_channel,,200,text/html,119688,18580,0,pages_html\a339c1d00ddb_t20210304_6362923.htm.html,pages_text\a339c1d00ddb_t20210304_6362923.htm.html.txt,False,,
DIS-026,猪口蹄疫,disease,猪口蹄疫通知,中华人民共和国农业农村部公告 第1002号,https://www.moa.gov.cn/govpublic/xmsyj/202603/t20260325_6482587.htm,用于预防猪O型口蹄疫...,2026-03-25,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202603/P020260325415569518802.pdf"": ""说明书和标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,189508,10690,0,pages_html\50a55049037a_t20260325_6482587.htm.html,pages_text\50a55049037a_t20260325_6482587.htm.html.txt,False,,
DIS-028,猪繁殖与呼吸综合征,disease,猪繁殖与呼吸综合征通知,农业部关于印发《常见动物疫病免疫推荐方案（试行）》的通知,https://www.moa.gov.cn/govpublic/SYJ/201403/t20140314_3814172.htm,猪繁殖与呼吸综合征...,2014-03-12,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201403/P020140314328471703104.ceb"": ""农医发〔2014〕10号.CEB""}",58,entity_in_summary;suffix:通知;high_value_title;priority_channel;has_api_attachments,,200,text/html,58001,9460,1,pages_html\833f8554de3b_t20140314_3814172.htm.html,pages_text\833f8554de3b_t20140314_3814172.htm.html.txt,False,,
DIS-028,猪繁殖与呼吸综合征,disease,猪繁殖与呼吸综合征通知,春季生猪常见疫病防控技术指南,https://xmsyj.moa.gov.cn/zcjd/202103/t20210304_6362923.htm,猪繁殖与呼吸综合征...,2021-03-04,政策,html,xmsyj.moa.gov.cn,{},53,entity_in_summary;suffix:技术指南|防控;high_value_title;priority_channel,,200,text/html,119688,18580,0,pages_html\a339c1d00ddb_t20210304_6362923.htm.html,pages_text\a339c1d00ddb_t20210304_6362923.htm.html.txt,False,,
DIS-028,猪繁殖与呼吸综合征,disease,猪繁殖与呼吸综合征通知,中华人民共和国农业农村部公告 第981号,https://www.moa.gov.cn/govpublic/xmsyj/202601/t20260107_6480491.htm,猪繁殖与呼吸综合征病毒...,2026-01-07,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202601/P020260108543412355695.pdf"": ""说明书和标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,341686,14297,0,pages_html\ba3b163782da_t20260107_6480491.htm.html,pages_text\ba3b163782da_t20260107_6480491.htm.html.txt,False,,
MANUAL-004,恩诺沙星,drug,恩诺沙星公告,农业农村部关于印发2026年兽药质量监督抽检和风险监测等3个计划的通知,https://www.moa.gov.cn/govpublic/xmsyj/202603/t20260318_6482396.htm,恩诺沙星与环丙沙星之和...,2026-03-18,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202603/P020260318598272942969.ofd"": ""农业农村部关于印发2026年兽药质量监督抽检和风险监测等3个计划的通知.ofd""}",58,entity_in_summary;suffix:兽药;high_value_title;priority_channel;has_api_attachments,,200,text/html,1137646,25696,0,pages_html\70f6439d3875_t20260318_6482396.htm.html,pages_text\70f6439d3875_t20260318_6482396.htm.html.txt,False,,
MANUAL-004,恩诺沙星,drug,恩诺沙星公告,中华人民共和国农业农村部公告 第1011号,https://www.moa.gov.cn/govpublic/xmsyj/202604/t20260416_6483273.htm,批准恩诺沙星粉...,2026-04-16,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/xmsyj/202604/P020260416314446595047.pdf"": ""说明书和标签.pdf""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,193269,10452,0,pages_html\e9e297f0d19f_t20260416_6483273.htm.html,pages_text\e9e297f0d19f_t20260416_6483273.htm.html.txt,False,,
MANUAL-004,恩诺沙星,drug,恩诺沙星公告,中华人民共和国农业农村部公告 第55号,https://www.moa.gov.cn/govpublic/SYJ/201809/t20180903_6156735.htm,动物保健有限公司提交的恩诺沙星溶液质量标准...,2018-09-04,政策,html,www.moa.gov.cn,"{""https://www.moa.gov.cn/govpublic/SYJ/201809/P020180903588935138850.ceb"": ""公告55.ceb""}",46,entity_in_summary;suffix:公告;priority_channel;has_api_attachments,,200,text/html,44619,5809,0,pages_html\bddd71ee1e75_t20180903_6156735.htm.html,pages_text\bddd71ee1e75_t20180903_6156735.htm.html.txt,False,,
